,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating
2063,,,,,,,,,,,1.0,,,,,,,,,
2064,4.12,5.0,,4.14,,,,5.0,3.75,,,,4.58,4.0,,4.5,4.45,4.5,4.5,
2065,3.25,,4.0,3.75,2.25,,,,,,,,3.5,,,5.0,3.5,,5.0,4.0
2066,3.5,,,4.75,,,,,,,1.0,,,4.75,,,,,,5.0
2067,3.0,4.0,4.0,3.9,,,,,,,,,3.83,4.5,,4.33,3.0,,,
2068,,5.0,,,,,,,,,,,3.67,,,3.0,4.67,,,4.5
2069,,,4.0,5.0,,,,5.0,,,,,3.5,,,,3.5,3.0,,3.0
2070,3.5,4.0,,4.0,,,,5.0,,,,,4.0,,,4.0,4.17,5.0,,3.5
2071,5.0,,4.0,4.0,,,,,,,,,1.0,4.0,,,5.0,,3.5,
2072,3.0,3.0,2.0,3.33,,,,,2.5,,,,2.83,,,3.0,4.0,,2.0,4.5
2073,,3.5,,3.83,,,,,,,,,5.0,,,,,,,
2074,,,,4.0,,,,,,,,,,,,,,,,
2075,3.0,4.5,,,,,,,,,,,,,,,4.0,,,
2076,3.5,2.5,4.33,3.75,,,,5.0,3.67,,,,3.4,4.33,,4.3,4.41,,,4.25
2077,2.67,,,4.0,,,,,,,,,4.0,,,,,,,
2078,2.92,4.0,4.0,3.83,2.0,,,4.6,4.0,,,3.5,3.38,1.5,,3.5,4.21,5.0,4.0,
2079,3.5,,,,,,,,,,,,,,,,,,,
2080,3.36,3.75,2.67,3.71,,,4.0,4.5,1.5,,,,3.5,2.75,,3.75,4.0,4.62,3.9,
2081,3.28,3.5,3.67,3.0,,,4.0,4.25,2.33,,,3.0,3.94,2.33,,3.33,4.38,4.69,4.4,4.0
2082,3.0,4.25,4.0,2.83,2.0,,,,1.25,,,,2.88,,,2.33,4.0,,1.5,3.0
2083,3.0,,3.5,4.5,,,,,,,,2.5,4.12,,,4.0,,3.0,3.0,
2084,3.0,,,,,,,,,,,,3.12,,,,,,2.0,
2085,3.08,2.67,4.0,3.3,,,,5.0,1.0,,,,3.83,2.5,,3.0,3.5,4.0,3.2,
2086,,,,,,,,5.0,,,,,,,,,,,,
2087,3.21,4.0,4.0,3.07,,,4.0,4.88,1.0,,,,3.75,2.0,,3.5,4.0,4.5,4.5,
2088,1.88,,3.0,2.0,,,,,,,,3.0,2.5,3.0,,3.0,4.0,3.5,,2.5
2089,2.0,,3.0,3.25,,,,4.0,,,,,4.0,3.0,,,,4.0,4.0,
2090,3.0,,5.0,3.5,,,,5.0,2.0,,,,3.67,,,4.0,4.0,4.0,3.5,
2091,,,,,,,,5.0,,,,,3.5,,,,,,,
2092,0.5,3.5,2.0,2.0,,,,,,,,,2.88,,,,3.5,5.0,2.33,
2093,,,,4.0,1.0,,,,,,,,4.0,4.0,,,3.5,,4.0,
2094,2.71,4.0,3.0,2.75,,,2.0,4.5,,,,,2.5,3.0,,3.0,4.17,5.0,3.5,
2095,,,1.0,,,,1.0,,,,,,4.0,,,,,,3.0,
2096,2.62,4.0,3.62,3.75,,,,4.5,1.0,,,,4.1,3.0,,3.75,4.5,4.0,4.0,4.0
2097,,,5.0,3.5,,,,,,,,,4.0,,,3.0,4.0,,,3.0
2098,,,,,,,,,,,,,3.0,,,,,,1.0,
2099,3.5,,,3.5,,,,,2.5,,,,3.0,,,4.0,5.0,,4.0,
2100,2.43,3.0,3.5,2.96,1.5,,,4.25,2.0,,,,3.25,,,2.62,4.2,3.5,3.5,3.5
2101,,,4.0,,1.0,,,,,,,,,,,,,,,
2102,5.0,5.0,,3.0,,,,5.0,,,,,3.5,,,,5.0,,,
2103,,,,,,,,,,,,,,,,,,3.0,,
2104,,,4.0,,,,,4.0,,,,,3.0,,,,,,,
2105,3.1,,3.62,3.46,1.0,,,4.0,3.83,,,,2.9,4.0,,3.0,3.88,4.33,3.5,
2106,3.0,5.0,,3.25,,,,,,,,,2.0,,,2.0,5.0,4.0,4.0,5.0
2107,2.5,3.0,,,,,,,,,,,4.5,,,,3.0,4.0,3.0,2.0
2108,2.75,,2.5,3.41,4.0,,,4.5,4.5,,,,4.0,5.0,,3.83,4.25,5.0,3.0,4.0
2109,3.0,4.0,3.5,3.1,,3.0,,4.38,,,,,3.67,4.38,,3.25,4.42,5.0,3.0,4.0
2110,3.0,4.0,,2.0,,,,3.5,,,,,4.0,3.5,,,3.67,,3.0,4.0
2111,3.0,,2.0,2.0,,,,4.0,,,,,5.0,,,,4.0,,3.0,3.0
2112,3.0,,4.0,2.75,2.0,,,5.0,,,,,,,,3.5,3.67,,3.5,
2113,,,3.0,,,,,,,,,,4.0,,,,3.0,2.0,,
2114,2.5,4.0,3.0,3.0,1.5,,,4.5,,,,,3.17,4.0,,4.0,,4.0,4.0,5.0
2115,3.17,4.17,3.8,3.25,4.0,,5.0,5.0,3.2,,,,4.18,3.38,,4.0,4.33,4.21,4.0,4.0
2116,,4.0,2.5,3.0,,,,4.0,,,,,3.67,,,2.75,4.0,4.0,3.0,
2117,3.0,3.0,,3.5,,,,5.0,,,,,4.0,4.5,,4.0,3.5,4.5,,
2118,3.25,3.75,4.0,3.25,,,5.0,,3.0,,,,4.0,4.0,,4.33,4.0,4.0,,2.0
2119,,,3.0,2.0,,,,,,,,,4.0,,,,,5.0,,
2120,1.0,,3.5,3.5,,,,,2.5,,,,4.0,,,4.0,,3.0,,
2121,3.0,,5.0,2.0,,,,,,,,,4.0,,,2.0,2.0,2.0,2.0,3.0
2122,2.0,,4.0,2.0,,,,,2.5,,,,4.0,,,2.0,,,2.0,1.0
2123,,,2.0,4.0,,,,,2.0,,,,3.0,2.5,,,4.0,4.0,4.0,
2124,2.5,3.0,3.33,3.36,,,,4.0,2.17,,,,3.75,,,3.62,4.25,,3.12,
2125,3.11,,5.0,3.67,1.0,,,4.5,,,,,4.2,5.0,,,4.0,4.0,4.5,4.0
2126,2.12,,3.0,2.5,4.0,,,4.0,1.0,,,,3.5,,,3.12,2.12,4.0,3.0,
2128,,,,4.0,,,,,,,,,2.0,,,,,,,
2130,3.5,,,4.0,4.0,,,4.0,,,,,4.0,,,,4.25,,5.0,4.0
2131,,4.5,,,,,,,,,,,5.0,4.0,,5.0,,,,4.0
2132,3.5,5.0,4.0,3.75,,,,,,,,,4.33,5.0,,3.5,4.75,,,
2133,2.5,,4.0,2.5,1.0,,,,3.25,,,,4.0,3.0,,2.5,4.5,,3.0,3.0
2134,2.83,4.5,4.0,3.1,,,,,3.0,,,3.0,3.67,2.0,,2.75,3.83,,2.5,4.0
2135,3.0,,,1.0,,,3.0,,,,,,3.0,,,1.75,4.0,3.5,4.0,4.0
2136,,,3.0,2.5,,,,4.0,,,,,3.1,2.75,,2.0,1.5,2.5,3.0,3.0
2137,2.88,4.0,,3.67,,,,4.5,2.5,,,3.5,4.0,,,3.0,4.67,5.0,3.67,5.0
2138,,4.25,3.0,3.8,,,,4.5,,,,,4.0,,,,4.33,,,
2139,2.9,2.33,4.0,3.5,,,,,0.5,,,4.5,3.62,3.0,,1.5,3.5,,4.5,
2140,2.75,,3.5,3.6,,,,4.83,3.0,,,,3.4,,,3.0,4.08,2.0,5.0,
2141,2.75,5.0,4.0,3.33,,,,4.0,0.75,,,3.0,3.25,,,4.0,3.83,3.0,4.0,
2142,3.0,,,3.25,,,,,1.0,,,4.5,3.33,3.0,,,,4.0,3.0,
2143,1.5,,4.0,3.38,,,,4.0,,,,,3.0,4.0,,,5.0,,2.5,3.0
2144,3.58,4.25,5.0,3.44,3.0,,,5.0,4.25,,,3.5,3.81,3.5,,3.0,4.42,3.83,4.0,3.5
2145,3.5,3.88,4.0,3.06,2.0,,3.0,3.5,3.33,,,4.5,3.67,1.5,,3.0,3.67,3.33,3.0,
2146,3.0,,3.0,3.25,,,,4.0,,,,,3.3,,,3.0,3.0,,2.0,
2147,0.5,2.5,,1.0,,,,4.0,1.0,,,,,,,,,,,
2148,,,,3.5,,,,,,,,,4.25,,,1.0,5.0,4.0,,
2149,,,,,,,,,,,,,1.0,,,,,3.0,,
2150,2.42,3.0,,3.71,4.0,,4.0,5.0,3.0,,,4.0,3.75,2.0,,4.5,4.5,1.0,3.0,
2151,,,,3.5,,,,,,,,,3.25,,,4.0,,4.5,,
2152,,,,,,,,,3.5,,,,1.0,,,,,,,
2153,0.75,,,2.0,3.0,,,5.0,,,,,1.83,,,,2.0,4.0,2.0,1.0
2154,1.0,4.0,3.0,2.0,,,,,,,,,4.0,,,,,2.0,,
2155,2.0,,3.0,3.2,4.0,,,,,,,,,,,4.0,4.0,,,
2159,,,,3.5,,,,,3.0,,,,3.0,2.5,,2.0,4.5,,,
2160,2.12,3.5,4.0,3.62,,,,,3.67,,,,4.38,4.25,,3.67,4.6,3.5,,
2161,2.67,4.0,3.5,3.44,0.75,,2.0,4.75,3.0,,,,3.8,3.0,,2.75,4.0,3.75,3.25,3.0
2162,,,3.0,2.25,,,,,,,,3.0,2.75,,,1.0,3.0,4.0,,
2163,3.0,,,3.0,,,,,,,,,3.25,,,,4.0,3.0,3.5,2.0
2164,,,,1.0,,,,,,,,,,,,,,,,
2165,,2.0,,3.75,,,,,,,,,5.0,5.0,,,4.0,,,4.0
2166,3.0,4.0,,2.5,,,,,,,,,5.0,,,4.0,,4.0,,
2167,2.8,4.0,3.33,3.0,3.5,4.5,1.0,4.0,4.0,,,,3.69,3.88,,3.0,4.25,3.83,2.62,
2168,,4.0,3.0,2.0,,,,,,,,,4.5,,,,,,,
2169,3.0,,,,4.0,,,,,,,,2.75,,,1.0,,,,
2170,2.0,,,,,,,4.0,,,,,3.0,,,,,3.0,,
2171,,,,3.75,,,,,,,,,4.0,,,,4.0,,,
2173,,,,2.5,,,,,,,,,,,,,4.0,,,
2174,2.56,4.08,3.6,3.27,,3.5,2.75,4.5,3.3,,,,3.5,2.25,,3.89,3.96,3.58,2.62,3.62
2176,3.0,4.0,,3.25,,,,4.5,,,,,4.5,3.5,,,4.5,,,
2177,,,,,,,,,,,,,5.0,3.5,,,,,,
2178,,4.0,,4.0,,,,,,,,,3.17,3.5,,,3.0,,4.0,4.0
2180,3.0,,,,,,,,,,,,,,,,,,4.0,
2181,,,,3.5,,,,,,,,,3.67,,,,,,,
2182,4.0,,,,,,,,,,,,,,,,4.0,,,
2183,3.5,3.0,4.0,3.83,,,,,,,,,3.5,4.0,,4.0,,,,
2184,2.0,,,3.0,,,,,,,,,4.0,,,4.0,5.0,4.5,,
2186,4.5,4.4,,5.0,,,,,3.0,,,,4.17,4.0,,,4.6,4.0,3.0,
2187,,,,,,,,,,,,,4.0,,,,,4.0,,
2188,1.0,3.0,,2.67,4.0,,,3.0,,,,,2.83,2.0,,2.0,,3.0,,
2189,,,,,,,,,,,,,4.0,,,,,,,
2190,,,,,2.0,,,,,,,,,,,,,,,
2191,,,,,,,,,0.5,,,,,,,,,,,
2193,2.58,,4.5,3.43,0.83,,,3.0,1.25,,,,3.75,4.0,,3.4,3.9,3.67,3.25,5.0
2194,3.5,3.75,4.5,3.69,3.75,,5.0,4.6,4.0,,,,3.64,3.25,,4.58,4.17,3.88,4.25,3.33
2195,1.5,,,2.67,,,,,,,,,2.0,5.0,,,,,,3.0
2197,,,,,,,,,,,,,,,,,,,3.0,
2200,,,,,,,,,,,,,,4.0,,,,,,
2201,,,,,,,,,,,,,,4.5,,,,,,
2202,3.0,,,,,,,,,,,,5.0,5.0,,3.0,4.25,,5.0,5.0
2203,4.0,4.0,,5.0,,,,,,,,,4.5,,,,4.4,,,
2204,,,,4.0,,,,,,,,,,4.5,,,4.0,,,
2205,3.5,,,,,,,,,,,,3.5,,,,,,,
2206,,,,4.0,,,,,,,,,3.25,,,,4.0,,,
2207,,,,,,,,,,,,,,,,4.0,,,,
2208,4.0,5.0,,3.67,,,,,,,,,,,,3.25,4.67,4.5,,4.0
2210,4.0,,,,,,,,,,,,,,,,,,,
2212,,,,,,,,,,,,,,,,,4.0,,,
2214,,,,,,,,,,,,,,,,3.5,,,,
2215,,,,,,,,,,,,,4.0,,,,,,,
2219,,,,,,,,,,,,,,,,,4.0,,,
2221,4.0,,,,,,,,,,,,,,,,,,,
2227,,,,,,,,,,,,,,,,,4.0,,,
2231,3.36,4.67,,3.81,,,,4.0,3.5,,,,3.8,5.0,,4.5,3.5,4.25,3.5,4.0
2232,5.0,4.5,,3.79,,,,5.0,4.0,,,,4.5,4.75,,3.5,4.0,3.5,4.0,
2236,2.5,4.5,,2.0,,,,,,,,4.0,2.0,1.0,,3.0,,,,1.5
2237,3.0,,,,,,,,,,1.0,,,,,,,,,
2238,,,,,,,,,,,1.0,,,,,,4.5,,,
2239,3.0,,,2.0,,,,,,,,,4.0,,,,,,,
2240,2.25,,3.0,3.5,,,,,,,,,3.33,,,4.0,2.75,,,4.0
2241,,,2.0,3.0,,,,,,,,,3.0,,,,4.0,,2.0,
2243,3.42,5.0,4.0,3.88,,,,5.0,4.5,,,,4.33,4.0,,5.0,3.5,4.25,5.0,3.0
2244,,,3.0,,,,,,,,,,,,,,,,,
2245,3.83,,3.0,3.58,,,,5.0,,,,,4.0,4.0,,3.33,4.0,3.0,2.67,3.5
2246,,,,2.0,,,,,,,,,,,,,,,,
2247,3.0,,3.0,3.33,,,,,,,,,4.0,3.0,,4.0,3.75,,3.5,3.0
2248,3.0,4.0,5.0,3.95,,,,4.3,3.5,,,,4.06,5.0,,5.0,3.93,2.5,4.0,4.0
2249,2.5,,,4.0,,,,3.0,,,,,3.67,,,3.67,,,3.0,4.0
2250,3.0,,3.0,,,,,,,,,3.0,4.0,,,3.0,,,,
2252,,,,3.17,,,,5.0,,,,,2.75,,,4.0,4.5,,3.0,3.0
2253,2.25,,2.5,3.0,2.0,,,3.5,,,,,3.0,3.0,,2.88,3.25,,1.0,
2254,,,,3.0,,,,,,,,,,,,,,,,
2255,,,,2.5,,,,,,,,,4.0,,,2.0,,,1.0,
2256,,,,,,,,,,,,,4.0,,,,,,,
2257,,,,3.0,,,,,,,,,4.0,,,,,,,
2259,1.0,,3.0,1.25,2.0,,,,,,,,3.0,,,3.5,4.0,,2.0,
2260,,,,2.0,,,,,,,,,2.0,,,,,,,
2261,,,4.0,,,,,,,,,,4.5,,,,,,2.0,
2262,2.0,,3.0,2.75,,,,4.0,,,,,2.67,,,,2.5,3.0,2.0,
2263,,,4.0,3.5,,,,3.0,,,,,4.0,,,2.5,,,,
2264,3.0,,,3.0,,,,,,,,,,,,2.0,4.0,,,
2265,,,3.0,,,,,,,,,,,,,1.0,,,2.0,
2266,,,3.0,,,,,,,,,,4.0,,,,2.0,2.0,2.0,3.0
2267,,,,,,,,4.0,,,5.0,,5.0,,,4.0,,,,
2268,3.57,4.38,4.0,3.62,,,4.25,4.5,2.25,,,,3.5,2.75,,4.43,3.95,4.08,3.67,4.38
2269,2.33,,,3.0,,,,,2.75,,,,2.62,,,3.5,,,2.0,
2271,,,,3.75,,,,,,,,,5.0,,,2.0,,,,
2272,3.0,,,3.25,,,,5.0,,,,,4.0,,,,,,,
2273,3.0,,4.17,3.5,3.5,,,4.25,2.0,,,3.5,3.36,3.75,,4.0,4.0,3.67,,4.0
2275,,,4.5,2.5,,,,,,,,,,,,,,,,
2276,3.0,,,,,,,,,,,,3.0,,,,,,,
2278,2.62,4.17,4.0,3.58,5.0,,,3.75,3.75,,,,3.9,3.25,,3.6,3.67,4.0,1.0,3.25
2279,3.0,3.5,2.0,3.5,,,1.0,,,,,,5.0,5.0,,,,3.67,,
2280,4.0,,,3.0,,,,,3.5,,,,,,,3.0,4.0,,,
2282,,,4.0,4.0,,,,,0.5,,,,3.0,5.0,,3.0,4.12,,1.0,3.0
2283,,,,5.0,,,,,,,,,3.0,,,,4.0,,,
2284,,5.0,,,,,,,,,,,,,,,,,,
2285,,,,5.0,,,,,,,,,4.0,,,,1.0,,,
2286,,,,,,,,,,,,,3.0,,,1.0,,,1.0,
2287,,,,2.0,,,,,,,,,4.5,,,,4.0,,,
2288,3.17,3.75,,3.77,,,,5.0,3.0,,,,4.25,5.0,,4.0,4.25,4.0,4.0,4.0
2289,4.5,4.5,4.5,4.0,2.5,,,4.5,3.75,,,,4.1,,,4.67,4.09,,5.0,4.0
2290,3.0,,,4.0,,,,,2.0,,,,3.0,,,,4.0,,3.0,
2291,3.0,4.67,4.38,3.81,,4.0,,4.0,3.25,,,4.0,4.0,3.0,,4.36,4.19,4.25,3.5,3.0
2292,,,4.0,,,,,,,,,,,,,,,,,
2294,2.75,3.38,2.75,3.25,2.25,,3.0,4.25,1.83,,,,2.93,3.5,,,4.0,3.8,4.67,
2295,,,,,,,,,,,,,4.0,,,,4.0,,,
2296,1.0,3.5,3.0,3.0,,,,,,,,,3.0,2.0,,2.0,,,,3.0
2297,3.0,4.0,2.0,3.2,,,,,3.5,,,,2.0,,,,3.0,5.0,1.0,
2300,3.67,,,4.29,4.0,5.0,,,,,,2.0,4.33,4.33,,4.33,4.5,4.0,5.0,3.0
2301,,,3.0,3.83,,,,,2.5,,,,3.33,4.0,,4.0,4.67,4.0,3.0,3.0
2302,3.21,4.5,3.25,3.25,3.5,,,3.83,2.83,2.5,,,3.17,2.0,,4.05,4.21,3.8,3.33,4.0
2303,3.75,5.0,5.0,4.2,2.0,,,,3.0,,,,4.0,,,,4.0,4.0,5.0,
2304,,,,,,,,,,,4.0,,4.0,,,,4.5,,,
2305,,,,4.5,,,,,,,,,,,,,,,,
2306,2.0,,2.0,,,,,,,,,,,4.0,,,,,2.0,4.0
2307,,,,,,,,,,,,,,,,4.0,,,,
2310,2.0,4.0,5.0,,,,,,,,,,4.0,,,,5.0,,,
2311,2.5,4.0,,3.25,,,,,2.0,,,,,,,3.5,3.0,3.5,5.0,
2312,3.38,,3.0,3.67,,,,5.0,,,,,5.0,,,4.5,3.5,,,2.0
2313,3.5,,5.0,3.67,2.0,,,,3.5,,,,4.0,3.0,,4.0,4.5,,3.0,5.0
2314,4.0,,,,,,,,,,,,,,,3.0,,,,
2315,1.0,,,2.75,,,,,1.5,,,,5.0,5.0,,,,,,
2316,2.0,,3.0,3.5,,,,,1.0,,,,3.33,4.0,,,,4.0,2.0,
2318,5.0,5.0,,3.75,,,,,4.5,,,,4.67,,,,4.42,,4.0,
2320,2.0,,,,,,,,,,,,3.0,,,4.0,,,,
2321,3.64,,4.0,3.32,2.0,,,4.12,3.5,,,3.5,3.91,1.0,,4.0,4.07,3.5,3.0,
2322,3.25,,,3.0,,,,,,,,,2.0,,,,3.0,3.5,,
2323,,,,2.0,,,,,,,,,,,,,,,,
2324,3.57,4.56,2.25,4.15,4.5,,5.0,5.0,3.0,,,4.5,3.25,4.92,,4.17,4.11,4.1,4.44,3.5
2325,,,,3.0,,,,4.5,,,,,3.5,,,,,,,
2327,,,3.0,3.5,,,,4.0,,,,,5.0,,,,,4.0,,
2328,,,,4.0,,,,,,,,,2.0,5.0,,,,,3.0,
2329,3.19,4.6,4.0,4.05,3.5,,,4.2,2.67,,,4.5,3.79,4.4,,3.94,4.06,4.5,4.33,5.0
2330,,,,5.0,,,,,,,,,5.0,,,,,,,4.0
2331,3.0,,2.0,4.0,,,,5.0,,,,,3.0,,,,,,4.0,4.33
2333,3.17,4.0,4.0,3.75,,,,,2.5,,,,3.3,4.5,,,4.5,,3.0,
2334,2.83,5.0,,3.5,2.5,,,,3.0,,,,2.5,5.0,,3.2,4.0,,,
2335,2.83,,5.0,3.0,4.0,,,3.5,2.5,,,,3.5,5.0,,3.5,2.5,,2.5,4.0
2336,3.0,4.0,5.0,4.33,4.0,,,3.83,1.88,,,4.0,3.5,3.0,,4.5,4.6,4.0,4.25,4.0
2337,2.5,,4.0,,,,,,,,,2.0,5.0,4.0,,,4.0,,,
2338,2.17,,2.0,2.33,3.0,,1.0,,,,,,3.0,5.0,,2.0,3.0,,,
2339,,,,,,,,,,,,,,3.0,,,,,,
2340,3.0,4.0,3.0,2.33,4.0,,,,1.5,,,,,4.0,,0.5,3.4,5.0,4.0,
2342,,,,,,,,,,,,,,,,,3.0,,,
2344,,5.0,,,,,,4.0,,,,,4.0,,,,4.0,,5.0,
2345,,,4.0,,,,,,,,,,4.0,,,,3.5,,,
2346,2.5,3.0,3.0,4.0,,,,2.5,4.0,,,,5.0,,,3.0,2.67,,,
2347,,,,,,,,,,,,,4.0,,,3.0,,,,3.0
2348,,,,3.0,,,,4.0,,,1.0,,4.5,5.0,,,3.33,,,
2349,2.0,4.0,,3.75,,,,4.0,,,,,4.5,,,,3.75,,,
2350,,,,,,,,,,,,,3.0,,,,,,,
2351,,,,,,,,,1.0,,,,4.0,,,4.25,4.75,,,
2352,3.4,,4.0,3.75,,,,5.0,,,,,4.33,4.0,,4.0,4.06,3.0,2.0,3.5
2353,3.19,4.3,3.88,3.13,4.0,,,4.17,2.0,,,,3.43,4.17,,3.67,3.75,3.7,3.0,
2354,,,4.0,,,,,,,,,,,1.0,,,,,,
2355,3.38,4.0,3.6,3.21,2.25,,4.0,4.75,1.88,,,3.0,3.75,3.25,,3.7,4.06,4.15,3.8,4.5
2356,,,,2.88,,,,,,,,,4.0,,,2.0,4.0,,4.0,2.0
2357,4.0,,,5.0,,,,,3.0,,,,4.0,4.0,,,5.0,,4.5,4.75
2359,3.5,5.0,4.0,3.8,4.25,,,5.0,,,,3.0,3.67,4.5,,4.0,4.62,4.0,5.0,5.0
2360,0.5,5.0,,3.67,,,,,2.0,,,,3.25,,,,5.0,,2.0,
2361,,,4.0,1.0,,,,,3.0,,,,4.5,,,,4.5,,,
2362,,,,4.0,,,,,,,,,2.0,,,,2.5,,,
2363,,,,3.3,,,,5.0,,,,,4.0,5.0,,,4.0,,,
2364,,,,2.5,,,,,,,,,4.0,,,,,,2.0,
2365,,,1.0,,,,,5.0,,,,,5.0,,,,1.5,,,
2366,4.25,,3.5,4.0,,,,,3.0,,,,3.88,,,3.67,4.6,,2.0,
2367,2.67,,3.0,1.0,0.5,,,,,,,,4.25,,,2.0,3.5,,,
2368,2.0,,,,3.0,,,,,,,,3.0,,,,,,,
2369,2.58,3.0,3.5,2.92,,,,4.0,1.0,,,4.0,3.0,4.0,,3.0,3.5,3.0,3.0,3.0
2370,,,,,,,,,,,,,2.0,,,4.0,4.0,,,
2371,3.17,4.0,3.0,3.25,,,4.5,4.0,3.5,,,,3.88,1.0,,3.88,2.0,2.0,4.0,
2372,2.0,,,2.33,,,,,1.5,,,,4.0,1.0,,3.67,,,1.0,
2373,1.5,,2.5,3.0,,,,,,,,,3.0,,,3.0,,,,
2374,2.0,,,,,,,,,,,,4.0,,,3.0,3.25,,3.0,4.0
2375,2.33,3.0,4.0,2.0,,,,,2.0,,,,3.83,3.0,,3.0,2.67,,1.0,3.0
2376,2.38,,4.5,3.0,3.0,,,,1.5,,,,3.75,,,3.38,3.0,,,
2377,,,,2.0,,,,,,,,,3.0,,,,,,,
2378,3.0,,1.75,2.5,,,,4.0,2.75,,,,2.5,,,3.5,,,1.0,3.0
2379,2.0,3.5,2.0,1.33,,,,4.0,,,,2.0,2.0,,,2.5,3.25,,1.0,4.0
2380,2.0,,2.0,1.5,,,,2.25,,,,,2.0,,,2.0,,,1.0,2.0
2381,2.0,,2.0,1.5,,,,4.0,,,,,1.75,,,2.0,1.0,2.5,1.0,0.5
2382,2.0,4.0,2.0,1.17,,,,1.5,,,,,1.0,,,3.0,,,1.0,1.0
2383,1.25,,2.0,1.17,,,,5.0,,,,,1.0,,,2.5,,,1.0,0.5
2384,3.25,2.5,,3.33,1.5,,,,,,,,3.0,1.5,,3.5,4.12,3.0,3.42,2.75
2385,2.0,,1.0,3.0,,,,,,,,,2.5,2.0,,,,3.0,2.0,
2386,1.0,,,,,,,,,,,,3.0,5.0,,,,,,
2387,1.0,,,2.9,,,,,3.25,,,,3.17,5.0,,,3.0,,,
2388,,,,,,,,,,,,,,,,,4.0,,,
2389,0.5,,,2.83,,,,,,,,,2.0,5.0,,2.0,4.0,3.0,1.0,
2390,2.5,3.5,,3.5,,,3.0,4.0,,,,,3.0,,,,3.5,,5.0,
2391,2.67,5.0,3.0,4.0,,,,5.0,3.25,,,,3.5,3.0,,4.0,3.8,,4.0,
2392,,,,1.33,,,,3.5,1.0,,,3.0,1.0,4.0,,,,,1.0,
2393,3.33,3.5,4.5,3.5,,,,4.0,,,,,3.38,,,3.0,4.0,,,
2394,2.9,3.5,4.0,3.0,2.0,,,3.67,,,,,3.62,4.0,,,4.0,4.0,4.25,
2395,3.14,4.33,2.0,3.54,4.0,,,5.0,4.33,,,,3.94,5.0,,4.25,4.2,4.17,4.67,4.1
2396,3.75,4.86,4.25,3.74,3.5,,4.0,4.62,3.0,,,4.0,3.75,4.36,,3.55,4.38,3.93,3.28,4.38
2397,,,,,,,,,,,,,4.0,,,,3.0,,,
2398,3.38,,4.0,4.0,,,,5.0,,,,,4.17,2.0,,2.83,4.33,,4.0,
2399,,,,,,,,,,,,,3.5,,,,1.0,,,
2400,,,,2.0,,,,,,,,,,,,,,,,
2401,,,,,,,,,3.0,,,,4.0,,,3.5,4.0,3.5,,
2402,1.5,,3.0,3.25,,,,,0.5,,,,2.0,,,3.0,,,,
2403,2.83,,2.75,3.8,,,,4.0,3.5,,,,2.0,4.33,,3.5,,,,
2404,1.0,,2.0,2.1,,,,,1.5,,,,1.0,5.0,,3.5,,,,
2405,2.3,,4.0,2.75,,,,4.5,2.5,,,,4.0,,,2.67,4.12,4.0,3.6,4.0
2406,2.61,3.0,4.0,3.47,,,,4.25,3.25,,,,3.89,2.0,,3.9,4.07,4.0,3.5,4.0
2407,3.17,3.25,4.0,2.65,,,,4.75,3.17,,,,2.5,2.0,,3.67,3.67,,3.33,4.0
2408,2.0,,3.0,,,,0.5,3.0,1.5,,,,3.25,,,,,,,3.0
2409,2.83,,3.0,3.25,,,,4.25,2.0,,,,3.0,,,4.0,,,4.0,4.5
2410,2.5,3.0,3.0,3.17,,,,4.5,2.0,,,,2.0,,,4.0,,,2.75,3.75
2411,2.62,,2.5,2.92,,,,4.5,2.0,,,,1.0,3.0,,3.5,,,2.5,4.0
2412,2.25,3.0,2.5,2.12,1.0,,,4.0,3.5,,,,1.0,,,4.0,3.0,,4.0,4.0
2413,2.8,,,1.67,,,,4.0,4.5,,,,3.67,,,3.0,4.0,,2.0,4.0
2414,2.5,,3.0,,,,,,,,,,3.0,,,,4.0,4.0,,
2415,,,,,,,,4.0,,,,,4.0,,,,,,,
2416,1.0,,3.0,2.6,,,,,2.0,,,,3.0,,,2.0,4.0,4.0,3.0,
2417,3.0,,,3.0,,,,3.0,,,,,3.0,,,3.0,,,,
2418,,,3.0,3.5,,,,,,,,,4.0,,,3.0,,,4.0,
2419,3.0,,,,,,,,,,1.0,,5.0,,,,,,,
2420,3.21,4.5,3.5,3.5,3.5,,,4.0,3.0,,,3.5,3.1,3.0,,3.38,3.0,4.0,3.5,
2421,2.6,,2.5,2.5,3.0,,,3.0,,,,,2.33,,,,2.0,2.83,2.83,
2422,1.88,5.0,1.5,1.88,3.5,,,3.5,,,,,1.0,,,,2.0,3.0,2.25,
2423,2.0,3.5,4.0,3.57,,,5.0,4.5,,,,,4.0,,,3.88,3.83,,3.0,
2424,2.86,3.83,4.0,2.64,1.5,,,4.2,1.5,,,3.75,2.79,3.5,,3.62,4.0,3.88,2.75,3.5
2425,,,3.0,4.0,,,,,,,,,3.0,,,4.0,4.0,,,
2427,2.75,3.0,3.0,3.0,4.0,,,5.0,3.0,,,3.0,3.0,3.0,,3.5,4.08,4.0,2.5,
2428,2.1,,,2.25,,,,,2.33,,,,3.5,3.0,,1.0,3.25,4.0,2.0,
2429,2.0,,4.0,2.5,,,,,,,,,2.5,,,4.0,,4.0,,
